link,listing_title,listing_mileage,primary_price,deal_gauge,exterior_color,interior_color,drivetrain,mpg,fuel_type,transmission,engine,vin,stock_number,vehicle_history,seller_name,price_history
https://www.cars.com/vehicledetail/818ae810-d921-4441-886a-1e61981ff21e/,2021 Mercedes-Benz A-Class A 220 4MATIC,"4,084 mi.","$34,963",Good Deal $65 under,Black,Bahia Brown,All-wheel Drive,25–34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1K3G4FB1MJ277450,M13691,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Colorado Auto Finders,"[('10/31/22', 'Listed', '$39,891'), ('12/20/22', '-$400', '$39,491'), ('1/25/23', '-$1,000', '$38,491'), ('2/08/23', '-$1,000', '$37,491'), ('2/25/23', '-$492', '$36,999'), ('3/16/23', '-$400', '$36,599'), ('5/17/23', '-$454', '$36,145'), ('6/09/23', '-$424', '$35,721'), ('6/14/23', '-$729', '$34,992'), ('7/11/23', '-$221', '$34,771'), ('8/14/23', '-$308', '$34,463'), ('9/25/23', '+$500', '$34,963')]"
https://www.cars.com/vehicledetail/d97e6043-8f3c-484e-b997-ee79f239cef5/,2003 Chrysler PT Cruiser GT,"86,145 mi.","$4,988",,Patriot Blue Pearlcoat,Black,Front-wheel Drive,21–27,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC Turbo,3C8FY78G23T574957,12492,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/e799f3bf-8038-4c0e-b328-f6d6b3520892/,2018 BMW X1 xDrive28i,"20,955 mi.","$24,999",Good Deal $115 under,Black Sapphire Metallic,Black,All-wheel Drive,22–31,Gasoline,A,"2L I-4 gasoline direct injection, DOHC, variable valve control,",WBXHT3C36J5L26524,L26524,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Key Auto Denver,"[('11/03/22', 'Listed', '$29,999'), ('12/19/22', '-$1,000', '$28,999'), ('2/10/23', '-$1,000', '$27,999'), ('5/22/23', '-$1,000', '$26,999'), ('9/27/23', '-$2,000', '$24,999')]"
https://www.cars.com/vehicledetail/61d3347d-bb86-49f0-bf3d-c7015efba26f/,2016 Volkswagen Jetta 1.4T SE,"57,966 mi.","$15,999",This is a good deal.,Cardinal Red Metallic,Black,Front-wheel Drive,–,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWD67AJXGM370389,2244,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",AM Enterprise Automotive LLC,"[('11/03/22', 'Listed', '$16,500'), ('12/27/22', '-$501', '$15,999')]"
https://www.cars.com/vehicledetail/d3b689b2-a68c-4507-8117-79f35a9ccf8d/,2013 Ford E150 Cargo,"123,289 mi.","$15,487",This is a good deal.,Black,–,Rear-wheel Drive,13–17,Gasoline,4-Speed Automatic,4.6L V8 16V MPFI SOHC,1FTNE1EW7DDA57448,B46696,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Family Trucks and Vans,"[('11/04/22', 'Listed', '$17,387'), ('5/02/23', '+$100', '$17,487'), ('9/03/23', '-$2,000', '$15,487'), ('10/31/23', '+$3,000', '$18,487'), ('11/06/23', '-$3,000', '$15,487')]"
https://www.cars.com/vehicledetail/c3e3bd76-d7a1-4e2c-872a-25a9583617a5/,2016 Honda Pilot Elite,"145,274 mi.","$16,999","Great Deal $1,466 under",Dark Cherry Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Shiftable Automatic,"3.5L V-6 gasoline direct injection, i-VTEC VCM variable valve co",5FNYF6H07GB013901,013901,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Key Auto Denver,"[('11/06/22', 'Listed', '$20,999'), ('12/19/22', '-$1,000', '$19,999'), ('9/27/23', '-$3,000', '$16,999')]"
https://www.cars.com/vehicledetail/7c197eab-d895-4d9b-b765-7ba213ba066a/,2023 MINI Clubman Cooper S,"10,109 mi.","$33,629",Good Deal $383 under,Island Blue Metallic,Carbon Black,All-wheel Drive,23–32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WMWXJ1C02P2T57754,3ML30242,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Schomp Mini,"[('11/09/22', 'Listed', '$38,135'), ('6/17/23', '-$1,000', '$37,135'), ('10/05/23', '-$3,506', '$33,629')]"
https://www.cars.com/vehicledetail/91e92b0d-c4a1-4e38-bf48-e8854468800f/,2012 Chevrolet Equinox 2LT,"146,326 mi.","$8,988",Great Deal $543 under,Summit White,Light Titanium / Jet Black,All-wheel Drive,–,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNFLNEK2C6258077,12496,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/f8aa81fa-06df-42f2-97e2-14281c92c9bb/,2013 Jaguar XJ L Supersport,"78,739 mi.","$23,487",This is a fair deal. Why?,Ebony,Jet,Rear-wheel Drive,15–23,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,SAJWA2JC5DMV43372,S51572,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",The Sharpest Rides,"[('11/17/22', 'Listed', '$30,387'), ('11/18/22', '-$1,000', '$29,387'), ('12/09/22', '-$1,000', '$28,387'), ('1/20/23', '-$1,000', '$27,387'), ('7/27/23', '+$100', '$27,487'), ('8/08/23', '-$2,000', '$25,487'), ('10/14/23', '-$2,000', '$23,487')]"
https://www.cars.com/vehicledetail/e62b7621-e0c9-4524-b8ac-b1bdf22b091a/,2011 Toyota Prius IV,"117,119 mi.","$11,199",This is a fair deal. Why?,Silver,Gray,Front-wheel Drive,51–48,Gasoline,Automatic,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 98HP",JTDKN3DU8B0274834,-274834,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Cars With Altitude,"[('11/17/22', 'Listed', '$15,899'), ('12/08/22', '-$200', '$15,699'), ('12/13/22', '-$200', '$15,499'), ('12/17/22', '-$300', '$15,199'), ('12/23/22', '-$200', '$14,999'), ('3/15/23', '+$500', '$15,499'), ('3/31/23', '-$1,000', '$14,499'), ('4/13/23', '+$245', '$14,744'), ('4/20/23', '-$100', '$14,644'), ('5/10/23', '-$345', '$14,299'), ('5/31/23', '-$100', '$14,199'), ('6/05/23', '-$150', '$14,049'), ('6/14/23', '-$150', '$13,899'), ('7/08/23', '-$100', '$13,799'), ('7/27/23', '-$100', '$13,699'), ('8/19/23', '-$400', '$13,299'), ('8/29/23', '-$500', '$12,799'), ('9/08/23', '-$500', '$12,299'), ('9/20/23', '-$200', '$12,099'), ('9/28/23', '-$100', '$11,999'), ('10/06/23', '-$200', '$11,799'), ('10/20/23', '-$100', '$11,699'), ('10/26/23', '-$100', '$11,599'), ('11/02/23', '-$300', '$11,299'), ('11/09/23', '-$100', '$11,199')]"
https://www.cars.com/vehicledetail/36a6c590-8d13-42e1-adc6-d8073274402a/,2011 Jeep Grand Cherokee Limited,"172,650 mi.","$9,988",Great Deal $656 under,White Gold Clearcoat,Black,Four-wheel Drive,16–22,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1J4RR5GT4BC719094,12498,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/65568341-ea40-4c87-9a09-577b605b2306/,2008 Mercedes-Benz E-Class E 350 4MATIC,"127,160 mi.","$6,988","Great Deal $1,568 under",Tan,Cashmere,All-wheel Drive,16–22,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,WDBUF87X48B298987,12501,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Econo Auto Sales Inc,"[('11/18/22', 'Listed', '$8,988'), ('11/27/22', '+$1,000', '$9,988'), ('7/04/23', '-$3,000', '$6,988')]"
https://www.cars.com/vehicledetail/18637eeb-4f28-4312-a780-82ed9321e814/,2023 Volvo XC40 B5 Plus Dark Theme,"6,211 mi.","$47,590",This is a good deal.,Crystal White,Charcoal,All-wheel Drive,23–30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12UW4P2943444,P2943444,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Rickenbaugh Cadillac Volvo Cars,"[('3/11/23', 'Listed', '$48,590'), ('4/01/23', '+$1,000', '$49,590'), ('4/02/23', '-$1,000', '$48,590'), ('5/02/23', '+$750', '$49,340'), ('6/01/23', '+$250', '$49,590'), ('6/02/23', '-$250', '$49,340'), ('7/01/23', '-$500', '$48,840'), ('7/06/23', '-$500', '$48,340'), ('8/01/23', '+$1,250', '$49,590'), ('8/02/23', '-$1,250', '$48,340'), ('9/06/23', '+$1,250', '$49,590'), ('9/07/23', '-$1,500', '$48,090'), ('10/03/23', '+$1,500', '$49,590'), ('10/04/23', '-$3,000', '$46,590'), ('10/07/23', '-$1,000', '$45,590'), ('11/01/23', '+$3,000', '$48,590'), ('11/02/23', '-$1,000', '$47,590')]"
https://www.cars.com/vehicledetail/9cbc537e-ae6e-4158-9c05-0648b46b2db6/,2009 Dodge Journey SE,"149,412 mi.","$7,395",This is a good deal.,Silver Steel Metallic,Dark Slate Gray,Front-wheel Drive,19–25,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,3D4GG47B39T166279,36251R,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}","Lakewood Happy Motors, Inc.","[('11/30/22', 'Listed', '$7,795'), ('12/04/22', '+$200', '$7,995'), ('2/21/23', '+$300', '$8,295'), ('6/10/23', '+$100', '$8,395'), ('7/15/23', '+$300', '$8,695'), ('8/31/23', '-$700', '$7,995'), ('9/02/23', '+$800', '$8,795'), ('9/17/23', '-$1,100', '$7,695'), ('10/20/23', '-$300', '$7,395')]"
https://www.cars.com/vehicledetail/b27ec012-d7e9-42a2-b7b8-0f201749a34f/,2023 Hyundai Santa Fe SEL,10 mi.,"$35,729",,Portofino Gray,Black,All-wheel Drive,22–25,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,5NMS3DAJ8PH504028,HYPH504028,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",McDonald Hyundai,"[('11/23/22', 'Listed', '$40,834'), ('5/04/23', '+$100', '$40,934'), ('5/14/23', '-$500', '$40,434'), ('6/15/23', '-$890', '$39,544'), ('10/09/23', '-$1,515', '$38,029'), ('10/28/23', '-$2,300', '$35,729')]"
https://www.cars.com/vehicledetail/353c70c4-dbdc-4fbf-881d-fcb6af2d96a3/,2017 Buick Enclave Premium,"113,376 mi.","$19,065",This is a good deal.,Silver,Black,All-wheel Drive,15–22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,5GAKVCKDXHJ335169,KBB4417,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('11/24/22', 'Listed', '$23,950'), ('12/21/22', '-$2,000', '$21,950'), ('2/02/23', '-$2,000', '$19,950'), ('4/08/23', '-$300', '$19,650'), ('4/25/23', '-$810', '$18,840'), ('6/17/23', '-$592', '$18,248'), ('8/02/23', '+$1,702', '$19,950'), ('8/19/23', '-$636', '$19,314'), ('9/13/23', '-$249', '$19,065')]"
https://www.cars.com/vehicledetail/b2a44858-bfa1-4bee-bd75-2e2a6fbc4492/,2010 Audi A4 2.0T Premium quattro,"136,332 mi.","$6,988",Great Deal $696 under,Deep Sea Blue Pearl,Tan,All-wheel Drive,21–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WAUFFAFL9AN010463,12508,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Econo Auto Sales Inc,"[('11/28/22', 'Listed', '$9,988'), ('2/14/23', '-$2,000', '$7,988'), ('2/17/23', '-$1,000', '$6,988'), ('3/26/23', '+$3,000', '$9,988'), ('5/06/23', '-$1,000', '$8,988'), ('9/23/23', '-$2,000', '$6,988')]"
https://www.cars.com/vehicledetail/f5f8a9c6-7a00-4f09-bd4d-03679809a94a/,2021 Porsche 911 Carrera,"9,954 mi.","$125,787","Great Deal $13,938 under",Camouflage,Black,Rear-wheel Drive,18–24,Gasoline,8-Speed Automatic with Auto-Shift,3.0L H6 24V GDI DOHC Twin Turbo,WP0AA2A94MS205308,S56119,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",The Sharpest Rides,"[('11/30/22', 'Listed', '$137,387'), ('1/22/23', '-$2,000', '$135,387'), ('2/28/23', '-$950', '$134,437'), ('3/25/23', '-$1,000', '$133,437'), ('4/22/23', '-$1,000', '$132,437'), ('7/21/23', '-$1,000', '$131,437'), ('8/23/23', '-$1,438', '$129,999'), ('9/22/23', '-$212', '$129,787'), ('10/14/23', '-$4,000', '$125,787')]"
https://www.cars.com/vehicledetail/b8d7837d-438d-47ab-9521-6455848afdf2/,2015 Jeep Renegade Trailhawk,"126,256 mi.","$15,998",This is a good deal.,Silver,Black,Four-wheel Drive,21–29,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,ZACCJBCT0FPB60750,B13758,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Colorado Auto Finders,[]
https://www.cars.com/vehicledetail/de79149d-7b6a-4b87-a36b-07355ffe9814/,2006 Audi A4 2.0T quattro,"162,194 mi.","$10,988",,Brilliant Black,Ebony,All-wheel Drive,22–30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WAUDF78E86A095108,12208,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/08e4d003-420e-4a4c-8d1a-2822fa2830b6/,2015 Chrysler 200 Limited,"81,336 mi.","$11,999","Great Deal $1,180 under",Velvet Red Pearlcoat,Black,Front-wheel Drive,23–36,Gasoline,9-Speed Shiftable Automatic,4 Cylinder Engine,1C3CCCAB1FN652227,652227,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Key Auto Denver,"[('12/01/22', 'Listed', '$12,999'), ('2/07/23', '-$1,000', '$11,999')]"
https://www.cars.com/vehicledetail/d83f6f50-1c61-4a69-b9f6-bcce2f26731f/,2020 Land Rover Discovery SE,"62,320 mi.","$27,487","Great Deal $1,137 under",Narvik Black,Ebony / Ebony,Four-wheel Drive,16–21,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALRG2RVXL2425630,S57052,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",The Sharpest Rides,"[('1/12/23', 'Listed', '$35,387'), ('3/12/23', '-$950', '$34,437'), ('4/22/23', '-$1,000', '$33,437'), ('6/27/23', '-$3,000', '$30,437'), ('8/30/23', '-$1,950', '$28,487'), ('10/05/23', '-$1,000', '$27,487')]"
https://www.cars.com/vehicledetail/6a1e6243-eb01-4798-ab83-0c62f2d261e7/,2009 Honda Civic LX-S,"138,107 mi.","$8,988",This is a good deal.,Polished Metal Metallic,Black,Front-wheel Drive,25–36,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFA16679H311329,12505,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Econo Auto Sales Inc,"[('12/02/22', 'Listed', '$8,988'), ('4/15/23', '-$1,000', '$7,988'), ('5/06/23', '+$1,000', '$8,988')]"
https://www.cars.com/vehicledetail/cd2ba3b6-40c5-4eae-ad0d-97c92a4729bf/,2016 Mercedes-Benz GLE-Class 4MATIC,"103,736 mi.","$33,799",,Steel Gray Metallic,Black,All-wheel Drive,17–23,Gasoline,Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,",4JGED6EB3GA013591,-013591,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Cars With Altitude,"[('12/03/22', 'Listed', '$39,999'), ('12/13/22', '-$500', '$39,499'), ('12/17/22', '-$300', '$39,199'), ('12/23/22', '-$200', '$38,999'), ('3/15/23', '+$1,000', '$39,999'), ('3/24/23', '-$888', '$39,111'), ('3/31/23', '-$112', '$38,999'), ('4/13/23', '+$300', '$39,299'), ('4/20/23', '-$100', '$39,199'), ('4/24/23', '-$400', '$38,799'), ('5/31/23', '-$100', '$38,699'), ('6/05/23', '-$150', '$38,549'), ('6/14/23', '-$150', '$38,399'), ('7/08/23', '-$100', '$38,299'), ('7/26/23', '-$100', '$38,199'), ('8/19/23', '-$900', '$37,299'), ('8/29/23', '-$500', '$36,799'), ('9/08/23', '-$500', '$36,299'), ('9/20/23', '-$200', '$36,099'), ('9/28/23', '-$100', '$35,999'), ('10/06/23', '-$200', '$35,799'), ('10/20/23', '-$100', '$35,699'), ('10/26/23', '-$400', '$35,299'), ('11/02/23', '-$100', '$35,199'), ('11/07/23', '-$1,100', '$34,099'), ('11/09/23', '-$200', '$33,899'), ('11/10/23', '-$100', '$33,799')]"
https://www.cars.com/vehicledetail/2fabc8f0-3176-41aa-9563-8859bef55b6b/,2021 Dodge Durango GT,"48,653 mi.","$31,699",Good Deal $305 under,Granite Clearcoat,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDJDG8MC545070,D6207,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Springs Automotive Group,"[('12/06/22', 'Listed', '$37,599'), ('12/07/22', '-$100', '$37,499'), ('12/09/22', '-$200', '$37,299'), ('12/20/22', '-$700', '$36,599'), ('12/21/22', '-$400', '$36,199'), ('12/23/22', '-$300', '$35,899'), ('12/27/22', '-$100', '$35,799'), ('12/30/22', '-$1,100', '$34,699'), ('1/04/23', '-$100', '$34,599'), ('1/11/23', '-$300', '$34,299'), ('1/14/23', '-$500', '$33,799'), ('1/17/23', '-$100', '$33,699'), ('1/19/23', '-$900', '$32,799'), ('1/29/23', '-$400', '$32,399'), ('1/31/23', '-$100', '$32,299'), ('2/01/23', '-$300', '$31,999'), ('2/14/23', '+$700', '$32,699'), ('2/15/23', '-$100', '$32,599'), ('2/24/23', '-$300', '$32,299'), ('2/27/23', '-$802', '$31,497'), ('3/02/23', '-$100', '$31,397'), ('3/07/23', '-$200', '$31,197'), ('3/08/23', '+$600', '$31,797'), ('3/13/23', '+$702', '$32,499'), ('3/16/23', '-$202', '$32,297'), ('3/24/23', '-$500', '$31,797'), ('4/06/23', '+$600', '$32,397'), ('4/12/23', '+$500', '$32,897'), ('5/06/23', '-$198', '$32,699'), ('5/09/23', '+$300', '$32,999'), ('6/22/23', '-$200', '$32,799'), ('7/03/23', '-$100', '$32,699'), ('7/07/23', '-$202', '$32,497'), ('7/15/23', '-$100', '$32,397'), ('7/21/23', '-$300', '$32,097'), ('8/05/23', '-$400', '$31,697'), ('8/30/23', '-$500', '$31,197'), ('8/31/23', '-$100', '$31,097'), ('9/03/23', '-$100', '$30,997'), ('9/12/23', '-$300', '$30,697'), ('9/15/23', '-$100', '$30,597'), ('9/20/23', '-$200', '$30,397'), ('10/04/23', '+$902', '$31,299'), ('10/05/23', '-$200', '$31,099'), ('10/06/23', '-$500', '$30,599'), ('10/18/23', '+$1,100', '$31,699')]"
https://www.cars.com/vehicledetail/840bf811-0636-470b-a8be-e0b6cd77e826/,2021 Bentley Continental GT V8,"5,220 mi.","$194,990","Great Deal $13,530 under",Marlin,Saddle,All-wheel Drive,16–26,Gasoline,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,SCBCG2ZG0MC085739,31169,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Ferrari of Denver,"[('1/26/23', 'Listed', '$229,990'), ('2/05/23', '-$5,000', '$224,990'), ('2/16/23', '-$5,000', '$219,990'), ('4/13/23', '-$5,000', '$214,990'), ('6/16/23', '-$9,999', '$204,991'), ('7/21/23', '-$501', '$204,490'), ('8/25/23', '-$500', '$203,990'), ('9/08/23', '-$1,000', '$202,990'), ('9/14/23', '-$1,000', '$201,990'), ('9/24/23', '-$2,000', '$199,990'), ('9/30/23', '-$200', '$199,790'), ('10/05/23', '-$800', '$198,990'), ('10/15/23', '-$1,000', '$197,990'), ('10/25/23', '-$3,000', '$194,990')]"
https://www.cars.com/vehicledetail/e42472a3-60ea-4d89-9e5e-b5783094b1d6/,2021 Bentley Flying Spur V8,"6,151 mi.","$189,990","Good Deal $1,646 under",Glacier White,Imperial Blue,All-wheel Drive,15–20,Gasoline,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,SCBBG6ZGXMC089865,31179,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', 'Personal use only': 'No'}",Ferrari of Denver,"[('2/05/23', 'Listed', '$224,990'), ('2/16/23', '-$5,000', '$219,990'), ('4/13/23', '-$5,000', '$214,990'), ('5/25/23', '-$5,000', '$209,990'), ('6/16/23', '-$9,999', '$199,991'), ('7/14/23', '-$400', '$199,591'), ('7/21/23', '-$601', '$198,990'), ('8/10/23', '-$1,000', '$197,990'), ('8/25/23', '-$1,000', '$196,990'), ('9/08/23', '-$1,000', '$195,990'), ('9/14/23', '-$1,000', '$194,990'), ('9/24/23', '-$1,000', '$193,990'), ('9/30/23', '-$200', '$193,790'), ('10/05/23', '-$800', '$192,990'), ('10/15/23', '-$1,000', '$191,990'), ('11/02/23', '-$2,000', '$189,990')]"
https://www.cars.com/vehicledetail/67d8e74c-6e7f-478b-8fc1-7a0acbc46265/,2007 Hyundai Santa Fe Limited,"150,118 mi.","$5,988",,Gold,Tan,All-wheel Drive,19–24,Gasoline,5-Speed Automatic,3.3L V6 24V MPFI DOHC,5NMSH73E07H117489,12519,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/3c721c97-bad4-4d0d-92bf-af5226ea750f/,2020 Mitsubishi Outlander Sport EDITION LOW MILES,"85,353 mi.","$18,299",Good Deal $193 under,Gray,Black,Four-wheel Drive,23–29,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JA4AR3AU5LU004548,14233,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",ETHIO Motors,"[('12/08/22', 'Listed', '$18,999'), ('3/03/23', '-$700', '$18,299')]"
https://www.cars.com/vehicledetail/050ae374-9365-4c6d-afb1-545bd1325cf0/,2016 Mercedes-Benz GLE-Class GLE 350 4MATIC,"599,342 mi.","$26,299",,Black,Black,All-wheel Drive,17–22,Gasoline,A,3.5L,4JGDA5HB1GA752064,1361,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Gateway Auto,"[('12/09/22', 'Listed', '$30,991'), ('12/10/22', '-$392', '$30,599'), ('12/11/22', '+$392', '$30,991'), ('1/19/23', '-$500', '$30,491'), ('1/27/23', '-$492', '$29,999'), ('3/05/23', '+$3,000', '$32,999'), ('3/09/23', '-$1,000', '$31,999'), ('3/19/23', '-$500', '$31,499'), ('4/08/23', '-$100', '$31,399'), ('4/13/23', '-$100', '$31,299'), ('4/19/23', '-$100', '$31,199'), ('4/22/23', '-$800', '$30,399'), ('4/28/23', '-$400', '$29,999'), ('5/05/23', '-$100', '$29,899'), ('5/12/23', '+$100', '$29,999'), ('5/27/23', '-$200', '$29,799'), ('6/07/23', '-$300', '$29,499'), ('6/24/23', '-$200', '$29,299'), ('8/11/23', '+$700', '$29,999'), ('8/22/23', '-$200', '$29,799'), ('9/14/23', '-$300', '$29,499'), ('9/22/23', '-$500', '$28,999'), ('10/06/23', '-$2,000', '$26,999'), ('10/25/23', '-$500', '$26,499'), ('11/02/23', '-$200', '$26,299')]"
https://www.cars.com/vehicledetail/ee9c3cf7-b428-4a00-962b-e7c8d063ea45/,2023 Subaru Ascent Touring 7-Passenger,"3,311 mi.","$47,798",This is a fair deal. Why?,Autumn Green Metallic,Java Brown,All-wheel Drive,19–25,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAWD0P3410557,6SL3042,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Schomp Subaru,"[('12/09/22', 'Listed', '$49,962'), ('9/20/23', '-$2,164', '$47,798')]"
https://www.cars.com/vehicledetail/831fd871-b455-4a76-89fa-fc04fc38c431/,2018 RAM ProMaster 1500 Base,"62,006 mi.","$35,996",This is a fair deal. Why?,White,Gray,Front-wheel Drive,–,Gasoline,6-Speed Automatic,3.6L V6 24V MPFI DOHC,3C6TRVBG2JE155613,B13817,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Colorado Auto Finders,"[('6/14/23', 'Listed', '$37,998'), ('8/11/23', '-$2,002', '$35,996')]"
https://www.cars.com/vehicledetail/ea09341b-0371-4fa6-82cb-d1a0d1b5869c/,2017 Dodge Journey SXT,"89,379 mi.","$15,487",This is a fair deal. Why?,Black,Black / Red,Front-wheel Drive,19–25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,3C4PDCBG6HT589505,S57084,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",The Sharpest Rides,"[('2/23/23', 'Listed', '$20,437'), ('3/12/23', '-$1,000', '$19,437'), ('9/22/23', '-$950', '$18,487'), ('10/07/23', '-$3,000', '$15,487')]"
