link,listing_title,listing_mileage,primary_price,deal_gauge,exterior_color,interior_color,drivetrain,mpg,fuel_type,transmission,engine,vin,stock_number,vehicle_history,seller_name,price_history
https://www.cars.com/vehicledetail/5ee3ae04-693c-4b24-87be-fca023ba3120/,2018 Hyundai Santa Fe Sport 2.4L,"79,497 mi.","$17,899",Good Deal $2 under,Nightfall Blue,Beige,Front-wheel Drive,21–27,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XYZT3LB3JG542718,13669,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",ETHIO Motors,"[('9/21/21', 'Listed', '$20,299'), ('2/04/22', '+$201', '$20,500'), ('3/30/22', '+$400', '$20,900'), ('4/01/22', '+$499', '$21,399'), ('2/24/23', '-$2,600', '$18,799'), ('10/20/23', '-$900', '$17,899')]"
https://www.cars.com/vehicledetail/c99e5035-76ec-4038-971a-0e4e5f8aff63/,2017 RAM 1500 Express,"80,326 mi.","$27,900",This is a good deal.,Silver,Black,Four-wheel Drive,16–23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,3C6RR7KT1HG533082,KBB2955,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Custom Cars West,"[('3/15/22', 'Listed', '$30,985'), ('6/01/22', '-$200', '$30,785'), ('6/14/22', '-$343', '$30,442'), ('7/14/22', '-$492', '$29,950'), ('12/13/22', '-$1,000', '$28,950'), ('4/08/23', '-$1,050', '$27,900')]"
https://www.cars.com/vehicledetail/4e79fa3a-bac3-4b94-9331-ec9064163f59/,2019 Nissan Kicks SR,"92,959 mi.","$18,950",This is a fair deal. Why?,Monarch Orange / Super Black,Charcoal,Front-wheel Drive,31–36,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,3N1CP5CU6KL510673,KBB3225,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Custom Cars West,"[('4/16/22', 'Listed', '$19,980'), ('6/01/22', '-$200', '$19,780'), ('7/14/22', '-$830', '$18,950')]"
https://www.cars.com/vehicledetail/86a0d096-320c-4636-8778-63fd55e88873/,2019 RAM 1500 Laramie,"59,176 mi.","$39,950",Great Deal $968 under,Gray,Black,Four-wheel Drive,19–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFDT5KN869809,KBB3246,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('6/01/22', 'Listed', '$40,523'), ('7/14/22', '-$573', '$39,950')]"
https://www.cars.com/vehicledetail/36efbef5-f2b8-4e53-8154-3f4eac91aef2/,2015 Jeep Wrangler Unlimited Rubicon,"135,385 mi.","$26,950",This is a good deal.,Blue,Black,Four-wheel Drive,16–21,Gasoline,–,3.6L V6 24V MPFI DOHC,1C4BJWFG2FL530006,KBB3145,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('1/21/22', 'Listed', '$29,950'), ('3/22/22', '-$2,000', '$27,950'), ('6/01/22', '-$200', '$27,750'), ('7/30/22', '-$800', '$26,950')]"
https://www.cars.com/vehicledetail/09f8319c-744b-41d0-9cf1-86958bfd9b94/,2017 RAM 1500 Big Horn,"95,112 mi.","$28,950",This is a good deal.,Red,Black,Four-wheel Drive,16–23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6RR7GT2HS823090,KBB3301,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Custom Cars West,"[('3/15/22', 'Listed', '$29,950'), ('6/01/22', '-$200', '$29,750'), ('7/14/22', '-$800', '$28,950')]"
https://www.cars.com/vehicledetail/1c8bd330-02e9-46ce-8abf-194d954b37c0/,2017 Maserati Levante Base,"62,355 mi.","$32,998",This is a good deal.,Gray,Black,All-wheel Drive,14–20,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZN661XUS0HX239075,5857,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Levis Auto Sales,"[('1/15/22', 'Listed', '$43,998'), ('7/30/22', '-$2,000', '$41,998'), ('9/29/22', '-$1,000', '$40,998'), ('11/04/22', '-$1,000', '$39,998'), ('1/20/23', '-$2,000', '$37,998'), ('6/16/23', '-$1,000', '$36,998'), ('7/07/23', '-$2,000', '$34,998'), ('9/22/23', '-$2,000', '$32,998')]"
https://www.cars.com/vehicledetail/3a09e54c-1b82-43a9-bc18-19e46cc5d349/,2018 Audi Q5 2.0T Premium Plus,"63,768 mi.","$38,950",,Ibis White,Black,All-wheel Drive,23–27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY3J2033197,KBB3433,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('1/21/22', 'Listed', '$37,950'), ('3/04/22', '-$1,000', '$36,950'), ('6/01/22', '-$250', '$36,700'), ('6/09/22', '-$750', '$35,950'), ('12/13/22', '-$1,000', '$34,950'), ('7/15/23', '+$4,000', '$38,950')]"
https://www.cars.com/vehicledetail/a76ecc5e-1254-47d9-90de-f0bfe1adfb88/,2019 Audi Q5 2.0T Premium,"28,520 mi.","$27,998","Great Deal $1,184 under",Matador Red Metallic,Black,All-wheel Drive,22–27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFYXK2114727,5885,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Levis Auto Sales,"[('5/13/22', 'Listed', '$35,998'), ('11/05/22', '-$2,000', '$33,998'), ('6/16/23', '-$2,000', '$31,998'), ('7/07/23', '-$3,000', '$28,998'), ('7/22/23', '-$1,000', '$27,998')]"
https://www.cars.com/vehicledetail/4e93540c-a442-428a-86ec-ff0b244c5c90/,2014 Chevrolet Malibu 1LS,"82,995 mi.","$9,999","Great Deal $1,177 under",Gray,Black,Front-wheel Drive,25–36,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,1G11B5SL0EF116413,116413,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",CTS Auto,"[('3/12/22', 'Listed', '$12,999'), ('5/17/22', '-$500', '$12,499'), ('5/31/22', '-$500', '$11,999'), ('10/08/22', '-$100', '$11,899'), ('6/16/23', '-$100', '$11,799'), ('9/13/23', '-$1,800', '$9,999')]"
https://www.cars.com/vehicledetail/4182da36-7d31-4519-9a8a-5315d1591cbf/,2019 Honda HR-V Sport,"34,372 mi.","$28,750",This is a fair deal. Why?,Black,Black,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H10KG715171,KBB3440,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('5/11/22', 'Listed', '$27,950'), ('6/01/22', '-$200', '$27,750'), ('9/28/22', '+$1,000', '$28,750')]"
https://www.cars.com/vehicledetail/b0d8920b-e5d9-4cf4-8f8a-0d04c94af641/,2018 Audi A5 Sportback 2.0T quattro Premium,"25,205 mi.","$44,950",This is a fair deal. Why?,Moonlight Blue Metallic,Rock Gray / Granite Gray,All-wheel Drive,24–34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUFNCF52JA036278,KBB3583,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('4/24/22', 'Listed', '$41,359'), ('5/11/22', '-$404', '$40,955'), ('6/01/22', '-$255', '$40,700'), ('6/09/22', '+$1,250', '$41,950'), ('6/24/22', '+$550', '$42,500'), ('7/09/22', '-$540', '$41,960'), ('10/13/22', '-$2,010', '$39,950'), ('7/15/23', '+$9,000', '$48,950'), ('8/23/23', '-$4,000', '$44,950')]"
https://www.cars.com/vehicledetail/ec883915-e424-4873-83b2-b275415ac106/,2018 Hyundai Accent SE,"42,369 mi.","$15,372",Good Deal $71 under,Urban Gray,Black,Front-wheel Drive,28–38,Gasoline,Automatic,4 Cylinder,3KPC24A33JE005807,KBB3601,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('6/01/22', 'Listed', '$17,750'), ('8/16/22', '-$800', '$16,950'), ('9/10/22', '-$1,000', '$15,950'), ('4/10/23', '-$283', '$15,667'), ('9/13/23', '-$295', '$15,372')]"
https://www.cars.com/vehicledetail/123efbf0-a9ed-413b-8f20-14534bcd14eb/,2019 BMW X5 xDrive40i,"34,637 mi.","$39,487",This is a good deal.,Brown,–,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C59KLL39398,S54248,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",The Sharpest Rides,"[('6/11/22', 'Listed', '$52,387'), ('7/12/22', '-$1,000', '$51,387'), ('8/11/22', '+$3,000', '$54,387'), ('8/20/22', '-$1,000', '$53,387'), ('8/24/22', '-$2,000', '$51,387'), ('9/21/22', '-$1,000', '$50,387'), ('10/09/22', '-$1,000', '$49,387'), ('11/25/22', '-$3,000', '$46,387'), ('4/24/23', '-$950', '$45,437'), ('6/27/23', '-$1,000', '$44,437'), ('8/30/23', '-$3,950', '$40,487'), ('9/12/23', '-$1,000', '$39,487')]"
https://www.cars.com/vehicledetail/75a09068-5123-47a4-8696-d973c51ff7cc/,2013 Nissan Altima 2.5 S,"89,879 mi.","$14,950",This is a fair deal. Why?,Pearl White,Gray,Front-wheel Drive,27–38,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,1N4AL3AP1DC262161,KBB3439A,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('6/01/22', 'Listed', '$15,700'), ('7/14/22', '-$750', '$14,950')]"
https://www.cars.com/vehicledetail/6e4cc308-e029-4bd6-90e7-f1cc11c705bf/,2016 Mercedes-Benz GL-Class 4MATIC,"112,810 mi.","$25,995",This is a good deal.,White,Beidge,All-wheel Drive,13–18,Gasoline,"Auto, 7-Spd 7G-Tronic+","4.7L V-8 gasoline direct injection, DOHC, variable valve control",4JGDF7DE2GA684869,684869,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Expert Motors,"[('4/26/22', 'Listed', '$30,995'), ('4/28/22', '-$1,000', '$29,995'), ('9/14/22', '-$500', '$29,495'), ('1/07/23', '-$500', '$28,995'), ('2/12/23', '-$1,000', '$27,995'), ('6/14/23', '-$1,000', '$26,995'), ('7/12/23', '-$500', '$26,495'), ('9/10/23', '-$500', '$25,995')]"
https://www.cars.com/vehicledetail/412d6cbf-8c28-4d4c-aff4-619134c6ff08/,2016 GMC Yukon XL Denali,"132,122 mi.","$25,999","Great Deal $4,507 under",Black,Black,Four-wheel Drive,14–20,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2HKJ3GR353091,353091,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",CTS Auto,"[('4/19/22', 'Listed', '$35,998'), ('4/26/22', '-$501', '$35,497'), ('5/03/22', '-$501', '$34,996'), ('5/17/22', '-$1,000', '$33,996'), ('5/31/22', '-$1,000', '$32,996'), ('7/28/22', '-$500', '$32,496'), ('8/11/22', '-$497', '$31,999'), ('8/23/22', '-$500', '$31,499'), ('9/26/22', '-$500', '$30,999'), ('11/03/22', '-$500', '$30,499'), ('12/25/22', '-$500', '$29,999'), ('2/03/23', '-$500', '$29,499'), ('2/14/23', '-$500', '$28,999'), ('6/10/23', '-$100', '$28,899'), ('6/16/23', '-$600', '$28,299'), ('6/29/23', '-$100', '$28,199'), ('7/15/23', '-$100', '$28,099'), ('7/29/23', '-$100', '$27,999'), ('9/07/23', '-$500', '$27,499'), ('9/13/23', '-$500', '$26,999'), ('10/11/23', '-$500', '$26,499'), ('10/31/23', '-$500', '$25,999')]"
https://www.cars.com/vehicledetail/6a355e69-fa9d-40b3-96fb-1593e5243589/,2018 Jaguar F-PACE 30t Premium,"59,869 mi.","$25,998",Good Deal $302 under,Yulong White,Latte / Ebony,All-wheel Drive,22–27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SADCJ2GX1JA236634,5934,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Levis Auto Sales,"[('8/04/23', 'Listed', '$26,998'), ('10/17/23', '-$1,000', '$25,998')]"
https://www.cars.com/vehicledetail/7c1bce9c-a3ee-4024-b193-52c4f22b562e/,2017 Kia Sportage LX,"86,900 mi.","$18,750",This is a good deal.,Blue,Black,All-wheel Drive,21–25,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPMCAC4H7094027,KBB3480,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,[]
https://www.cars.com/vehicledetail/2e313df1-6ee1-42e5-83e5-6c82fbd19dbf/,2020 Chevrolet Blazer 2LT,"82,853 mi.","$22,998",Good Deal $26 under,White,Black,All-wheel Drive,21–27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,3GNKBHRS7LS531075,5940,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Levis Auto Sales,"[('7/06/22', 'Listed', '$30,998'), ('9/29/22', '-$2,000', '$28,998'), ('1/21/23', '-$1,000', '$27,998'), ('2/02/23', '-$1,000', '$26,998'), ('5/25/23', '-$1,000', '$25,998'), ('6/16/23', '-$1,000', '$24,998'), ('7/07/23', '-$2,000', '$22,998')]"
https://www.cars.com/vehicledetail/b2cc710b-238b-4aa7-bd33-848d45b2fbc4/,2018 Ford Escape SE,"93,542 mi.","$15,643",This is a good deal.,Gray,Black,Front-wheel Drive,23–30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU0GD3JUC77225,KBB3588,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('5/11/22', 'Listed', '$17,950'), ('6/01/22', '-$250', '$17,700'), ('9/10/22', '-$750', '$16,950'), ('4/08/23', '-$1,050', '$15,900'), ('5/16/23', '-$257', '$15,643')]"
https://www.cars.com/vehicledetail/23b79a86-dd51-4fd5-a5eb-d97ac41d3e25/,2006 BMW X5 4.8is,"111,058 mi.","$9,995","Great Deal $1,499 under",Black,Black,All-wheel Drive,16–21,Gasoline,6-Speed Automatic,4.8L V8 32V MPFI DOHC,5UXFA93566LE84459,5448,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Georgis Auto Sales,"[('11/10/22', 'Listed', '$11,995'), ('3/07/23', '-$1,000', '$10,995'), ('9/28/23', '-$1,000', '$9,995')]"
https://www.cars.com/vehicledetail/75f8c9b4-cdb2-4953-a62c-1057f88e8134/,2007 Ford Mustang GT,"51,199 mi.","$60,487",,Silver,–,Rear-wheel Drive,17–25,Gasoline,Automatic,4.6L V8 24V MPFI SOHC,1ZVFT82H475198983,S54462,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",The Sharpest Rides,"[('5/06/22', 'Listed', '$85,387'), ('6/12/22', '-$4,000', '$81,387'), ('8/20/22', '-$5,000', '$76,387'), ('10/16/22', '-$2,000', '$74,387'), ('11/13/22', '-$1,000', '$73,387'), ('12/03/22', '-$3,000', '$70,387'), ('7/25/23', '-$3,950', '$66,437'), ('9/22/23', '-$950', '$65,487'), ('10/07/23', '-$5,000', '$60,487')]"
https://www.cars.com/vehicledetail/9a08a368-6854-4d25-81d8-6432ea6dd435/,2015 Lamborghini Huracan LP610-4,"13,135 mi.","$235,981",This is a good deal.,Bianco Icarus Metallic,Nero Ade,All-wheel Drive,14–20,Gasoline,7-Speed Automatic with Auto-Shift,5.2L V10 40V GDI DOHC,ZHWUC1ZF9FLA00571,G1140,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Mike Ward Maserati,[]
https://www.cars.com/vehicledetail/3c884797-89af-40f4-a9c8-52963e4988b2/,2018 Hyundai Elantra Sport,"20,229 mi.","$20,999",This is a good deal.,Ceramic White,Black,Front-wheel Drive,22–30,Gasoline,6-Speed Manual,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",KMHD04LB6JU536396,536396,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Key Auto Denver,"[('6/26/22', 'Listed', '$24,999'), ('7/31/22', '-$1,000', '$23,999'), ('9/11/22', '-$1,000', '$22,999'), ('10/30/22', '-$1,000', '$21,999'), ('11/10/22', '+$1,000', '$22,999'), ('9/27/23', '-$2,000', '$20,999')]"
https://www.cars.com/vehicledetail/91f0edb9-be11-41ed-bce1-f9dd950079ca/,2020 Cadillac XT6 Premium Luxury AWD,"43,452 mi.","$38,500",This is a good deal.,Dark Mocha Metallic,Jet Black,All-wheel Drive,17–24,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKPDRS6LZ135624,P22083,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Rickenbaugh Cadillac Volvo Cars,"[('5/16/22', 'Listed', '$58,500'), ('6/01/22', '-$1,000', '$57,500'), ('6/13/22', '-$500', '$57,000'), ('7/05/22', '-$500', '$56,500'), ('7/12/22', '-$500', '$56,000'), ('7/21/22', '-$500', '$55,500'), ('7/28/22', '-$500', '$55,000'), ('8/03/22', '-$1,000', '$54,000'), ('8/16/22', '-$500', '$53,500'), ('8/23/22', '-$500', '$53,000'), ('10/05/22', '-$1,000', '$52,000'), ('10/13/22', '-$1,000', '$51,000'), ('11/04/22', '-$1,000', '$50,000'), ('11/17/22', '-$1,000', '$49,000'), ('12/08/22', '-$1,000', '$48,000'), ('12/27/22', '-$1,000', '$47,000'), ('1/17/23', '-$500', '$46,500'), ('2/12/23', '-$500', '$46,000'), ('3/08/23', '-$1,000', '$45,000'), ('3/18/23', '-$500', '$44,500'), ('4/08/23', '-$500', '$44,000'), ('4/27/23', '-$500', '$43,500'), ('5/18/23', '-$500', '$43,000'), ('5/26/23', '-$500', '$42,500'), ('6/19/23', '-$500', '$42,000'), ('7/28/23', '-$500', '$41,500'), ('8/10/23', '-$500', '$41,000'), ('9/08/23', '-$1,000', '$40,000'), ('10/18/23', '-$1,000', '$39,000'), ('11/04/23', '-$500', '$38,500')]"
https://www.cars.com/vehicledetail/d92b1fa8-a973-4158-9799-60ec7cc5c7dc/,2019 Ford Edge Titanium,"23,284 mi.","$33,081",This is a good deal.,Off White,Gray,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K9XKBB32465,KBB3775,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Custom Cars West,"[('6/01/22', 'Listed', '$35,700'), ('8/02/22', '-$750', '$34,950'), ('9/10/22', '-$1,000', '$33,950'), ('4/08/23', '-$825', '$33,125')]"
https://www.cars.com/vehicledetail/c8bd5932-e4c2-434f-8eab-08fadcfd414d/,2017 Land Rover Range Rover Sport 3.0L Supercharged HSE Dynamic,"43,512 mi.","$38,499",This is a good deal.,Santorini Black,Almond / Espresso / Espresso / Almo,Four-wheel Drive,17–23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALWV2FV8HA161818,161818,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",CTS Auto,"[('5/17/22', 'Listed', '$58,999'), ('5/31/22', '-$4,000', '$54,999'), ('6/25/22', '-$500', '$54,499'), ('7/28/22', '-$200', '$54,299'), ('8/02/22', '-$100', '$54,199'), ('8/11/22', '-$200', '$53,999'), ('8/23/22', '-$100', '$53,899'), ('9/16/22', '-$100', '$53,799'), ('9/26/22', '-$300', '$53,499'), ('10/08/22', '-$500', '$52,999'), ('11/03/22', '-$1,000', '$51,999'), ('11/12/22', '-$2,000', '$49,999'), ('11/27/22', '-$1,000', '$48,999'), ('12/09/22', '-$4,000', '$44,999'), ('12/25/22', '+$1,000', '$45,999'), ('2/14/23', '-$500', '$45,499'), ('5/20/23', '-$500', '$44,999'), ('6/10/23', '-$1,000', '$43,999'), ('6/16/23', '-$1,000', '$42,999'), ('6/29/23', '-$500', '$42,499'), ('7/15/23', '-$100', '$42,399'), ('8/15/23', '-$2,400', '$39,999'), ('9/07/23', '-$1,000', '$38,999'), ('10/31/23', '-$500', '$38,499')]"
https://www.cars.com/vehicledetail/5af236ce-aa10-405b-9985-48dabe231500/,2019 Jeep Grand Cherokee Limited,"45,900 mi.","$26,998",Good Deal $278 under,Black,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBGXKC538496,5961,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Levis Auto Sales,"[('7/30/22', 'Listed', '$32,998'), ('9/29/22', '-$1,000', '$31,998'), ('1/21/23', '-$1,000', '$30,998'), ('6/16/23', '-$2,000', '$28,998'), ('7/07/23', '-$2,000', '$26,998')]"
https://www.cars.com/vehicledetail/69f675f2-a45e-4cb2-ba26-bb72eb04084f/,2017 Chevrolet Equinox LT CLEAN TITLE 2.4L 182HP,"102,554 mi.","$14,498",This is a good deal.,Silver,Gray,Front-wheel Drive,21–31,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNALCEKXH1569792,14028,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",ETHIO Motors,"[('3/08/23', 'Listed', '$17,399'), ('8/12/23', '-$1,500', '$15,899'), ('10/20/23', '-$1,401', '$14,498')]"
https://www.cars.com/vehicledetail/43592b4e-18a0-420e-aae3-2f87bc9a021e/,2017 Jeep Cherokee Latitude,"89,575 mi.","$16,999",This is a good deal.,Gray,Black,Four-wheel Drive,21–28,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,1C4PJMCB1HW536707,14058,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",ETHIO Motors,"[('2/24/23', 'Listed', '$18,999'), ('2/25/23', '-$300', '$18,699'), ('8/08/23', '-$2,300', '$16,399'), ('8/12/23', '+$600', '$16,999')]"
https://www.cars.com/vehicledetail/0f9198c2-e003-4a14-9a68-c3070626127c/,2022 Kia Sorento SX,"2,941 mi.","$48,950",,Off White,Black,All-wheel Drive,22–27,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRKDLF2NG113216,KBB3902,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Custom Cars West,"[('8/12/22', 'Listed', '$46,950'), ('9/13/22', '+$2,000', '$48,950')]"
https://www.cars.com/vehicledetail/4c4270a4-bf88-4947-8258-b9c3cbf17254/,2009 Subaru Impreza WRX,"109,147 mi.","$15,995",This is a good deal.,Black,Carbon Black,All-wheel Drive,18–25,Gasoline,5-Speed Manual,2.5L H4 16V MPFI DOHC Turbo,JF1GH766X9G826926,9G826926,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Royal International Auto Specialist LLC,"[('1/17/23', 'Listed', '$16,500'), ('2/24/23', '-$505', '$15,995')]"
https://www.cars.com/vehicledetail/16b7bea0-e2cb-4fef-b720-22d13b462b1e/,2020 Subaru Crosstrek Limited,"13,027 mi.","$32,422",This is a good deal.,Magnetite Gray Metallic,Black,All-wheel Drive,27–33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAMC6L8267666,6SR1085,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Schomp Subaru,"[('6/27/22', 'Listed', '$34,333'), ('7/14/22', '-$678', '$33,655'), ('8/03/22', '-$262', '$33,393'), ('8/14/22', '-$825', '$32,568'), ('8/19/22', '+$833', '$33,401'), ('10/09/23', '-$979', '$32,422')]"
https://www.cars.com/vehicledetail/6820ad3d-ea19-4f3a-8d07-fb1093dd7e26/,2020 Subaru Outback Limited,"27,485 mi.","$33,582",Good Deal $265 under,Magnetite Gray Metallic,Gray,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTANC7L3206410,6SR1019,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Schomp Subaru,"[('6/27/22', 'Listed', '$37,914'), ('4/29/23', '-$2,000', '$35,914'), ('10/09/23', '-$2,332', '$33,582')]"
https://www.cars.com/vehicledetail/4ce7a4ef-4e00-4683-8614-eac68881f6a8/,2021 Subaru Outback Premium,"17,008 mi.","$32,981",This is a good deal.,Magnetite Gray Metallic,Black,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTAFC2M3213779,6SR1001,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Schomp Subaru,"[('6/27/22', 'Listed', '$35,614'), ('8/03/22', '-$800', '$34,814'), ('4/29/23', '-$1,583', '$33,231'), ('10/09/23', '-$250', '$32,981')]"
https://www.cars.com/vehicledetail/88b5d18a-2cbc-426c-9b29-7d8c9f532b09/,2020 Subaru Forester Limited,"26,347 mi.","$31,936",Good Deal $79 under,Crystal Black Silica,Black,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAUC3LH604288,6SR1056,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Schomp Subaru,"[('6/27/22', 'Listed', '$37,494'), ('8/14/22', '-$1,337', '$36,157'), ('2/24/23', '-$2,159', '$33,998'), ('4/29/23', '-$1,345', '$32,653'), ('8/05/23', '-$717', '$31,936')]"
https://www.cars.com/vehicledetail/2acffbbc-2c91-48d8-a0f7-37681c570851/,2022 Subaru Outback Premium,"1,894 mi.","$33,992",This is a good deal.,Magnetite Gray Metallic,Gray,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTACCXN3182335,6SR1040,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",Schomp Subaru,"[('8/02/22', 'Listed', '$37,477'), ('4/29/23', '-$2,000', '$35,477'), ('5/31/23', '-$1,485', '$33,992')]"
